Eligibile_Status,Successful_Flight,Unsuccessful_Flight,Unsuccessful_Flight_Indicator,Unsuccessful_PAX_Indicator,Eligible_Biometric_DEP_INTL_PAX_Indicator,Eligible_Biometric_Flight_Indicator,Eligible_Biometric_DEP_INTL_PAX,Total_Flights,Eligible_Biometric_Flight,new_start_date_date_format,Total_DEP_INTL_Pax,Gate_Ref,host_carrier_code,flight_number,Origin,scheduled_arrival_station_code,Date,scheduled_departure_time_local,departure_gate,new_Gate_Ref,new_Start_Date,Biometric_Flights,Biometric_Passengers_Matched,BCR,%_Eligible_Flights,Usage_on_Eligible_Flights,BCR_on_Eligible_Flights,Max_acheviable_BCR,Flight_Saturation
Successful,Successful,,0,43,204,1,204,1,1,2021-01-02,204,SFOG10,UA,926,SFO,FRA,2023-04-09,19:10,G10,SFOG10,2021-01-02,1,161,0.78921569,1.0,1.0,0.78921569,1.0,1.0
Unsuccessful,,Unsuccessful,1,203,203,1,203,1,1,2021-01-02,203,SFOG4,UA,930,SFO,LHR,2023-04-09,19:50,G4,SFOG4,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,19,134,1,134,1,1,2021-01-02,134,SFOG12,UA,460,SFO,YVR,2023-04-18,18:27,G12,SFOG12,2021-01-02,1,115,0.85820896,1.0,1.0,0.85820896,1.0,1.0
Successful,Successful,,0,16,247,1,247,1,1,2021-01-02,247,SFOG4,UA,35,SFO,KIX,2023-04-13,10:45,G4,SFOG4,2021-01-02,1,231,0.93522267,1.0,1.0,0.93522267,1.0,1.0
Successful,Successful,,0,10,223,1,223,1,1,2021-01-02,223,SFOG7,UA,29,SFO,SIN,2023-04-21,10:50,G7,SFOG7,2021-01-02,1,213,0.95515695,1.0,1.0,0.95515695,1.0,1.0
Unsuccessful,,Unsuccessful,1,185,185,1,185,1,1,2021-01-02,185,SFOG4,UA,917,SFO,AKL,2023-04-15,23:00,G4,SFOG4,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,41,238,1,238,1,1,2021-01-02,238,SFOG1,UA,901,SFO,LHR,2023-04-12,12:20,G1,SFOG1,2021-01-02,1,197,0.82773109,1.0,1.0,0.82773109,1.0,1.0
Successful,Successful,,0,15,200,1,200,1,1,2021-01-02,200,SFOG2,UA,901,SFO,LHR,2023-04-19,12:20,G2,SFOG2,2021-01-02,1,185,0.925,1.0,1.0,0.925,1.0,1.0
Successful,Successful,,0,43,274,1,274,1,1,2021-01-02,274,SFOG1,UA,926,SFO,FRA,2023-04-22,19:10,G1,SFOG1,2021-01-02,1,231,0.84306569,1.0,1.0,0.84306569,1.0,1.0
Successful,Successful,,0,28,245,1,245,1,1,2021-01-02,245,SFOG12,UA,194,SFO,MUC,2023-04-27,13:25,G12,SFOG12,2021-01-02,1,217,0.88571429,1.0,1.0,0.88571429,1.0,1.0
Successful,Successful,,0,20,332,1,332,1,1,2021-01-02,332,SFOG12,UA,871,SFO,TPE,2023-04-05,14:00,G12,SFOG12,2021-01-02,1,312,0.93975904,1.0,1.0,0.93975904,1.0,1.0
Unsuccessful,,Unsuccessful,1,179,179,1,179,1,1,2021-01-02,179,SFOG1,UA,1145,SFO,CUN,2023-04-26,23:16,G1,SFOG1,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,7,154,1,154,1,1,2021-01-02,154,SFOG1,UA,29,SFO,SIN,2023-04-09,10:50,G1,SFOG1,2021-01-02,1,147,0.95454545,1.0,1.0,0.95454545,1.0,1.0
Unsuccessful,,Unsuccessful,1,137,137,1,137,1,1,2021-01-02,137,SFOG5,UA,96,SFO,BNE,2023-04-02,23:55,G5,SFOG5,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,30,194,1,194,1,1,2021-01-02,194,SFOG1,UA,875,SFO,HND,2023-04-28,10:45,G1,SFOG1,2021-01-02,1,164,0.84536082,1.0,1.0,0.84536082,1.0,1.0
Successful,Successful,,0,36,337,1,337,1,1,2021-01-02,337,SFOG12,UA,871,SFO,TPE,2023-04-26,14:00,G12,SFOG12,2021-01-02,1,301,0.89317507,1.0,1.0,0.89317507,1.0,1.0
Successful,Successful,,0,33,255,1,255,1,1,2021-01-02,255,SFOG5,UA,901,SFO,LHR,2023-04-13,12:20,G5,SFOG5,2021-01-02,1,222,0.87058824,1.0,1.0,0.87058824,1.0,1.0
Successful,Successful,,0,38,271,1,271,1,1,2021-01-02,271,SFOG13,UA,805,SFO,ICN,2023-04-28,23:45,G13,SFOG13,2021-01-02,1,233,0.8597786,1.0,1.0,0.8597786,1.0,1.0
Successful,Successful,,0,-13,164,1,164,1,1,2021-01-02,164,SFOG12,UA,863,SFO,SYD,2023-04-19,22:45,G12,SFOG12,2021-01-02,1,177,1.07926829,1.0,1.0,1.07926829,1.0,1.0
Successful,Successful,,0,15,211,1,211,1,1,2021-01-02,211,SFOG2,UA,875,SFO,HND,2023-04-13,10:45,G2,SFOG2,2021-01-02,1,196,0.92890995,1.0,1.0,0.92890995,1.0,1.0
Unsuccessful,,Unsuccessful,1,246,246,1,246,1,1,2021-01-02,246,SFOG10,UA,917,SFO,AKL,2023-04-04,23:00,G10,SFOG10,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,29,185,1,185,1,1,2021-01-02,185,SFOG13,UA,863,SFO,SYD,2023-04-05,22:45,G13,SFOG13,2021-01-02,1,156,0.84324324,1.0,1.0,0.84324324,1.0,1.0
Successful,Successful,,0,9,186,1,186,1,1,2021-01-02,186,SFOG5,UA,968,SFO,AMS,2023-04-19,14:35,G5,SFOG5,2021-01-02,1,177,0.9516129,1.0,1.0,0.9516129,1.0,1.0
Successful,Successful,,0,14,244,1,244,1,1,2021-01-02,244,SFOG5,UA,893,SFO,ICN,2023-04-22,10:35,G5,SFOG5,2021-01-02,1,230,0.94262295,1.0,1.0,0.94262295,1.0,1.0
Successful,Successful,,0,211,222,1,222,1,1,2021-01-02,222,SFOG1,UA,60,SFO,MEL,2023-04-23,23:20,G1,SFOG1,2021-01-02,1,11,0.04954955,1.0,1.0,0.04954955,1.0,1.0
Successful,Successful,,0,33,322,1,322,1,1,2021-01-02,322,SFOG7,UA,869,SFO,HKG,2023-04-24,12:45,G7,SFOG7,2021-01-02,1,289,0.89751553,1.0,1.0,0.89751553,1.0,1.0
Successful,Successful,,0,24,323,1,323,1,1,2021-01-02,323,SFOG7,UA,869,SFO,HKG,2023-04-25,12:45,G7,SFOG7,2021-01-02,1,299,0.92569659,1.0,1.0,0.92569659,1.0,1.0
Successful,Successful,,0,17,274,1,274,1,1,2021-01-02,274,SFOG7,UA,837,SFO,NRT,2023-04-02,11:35,G7,SFOG7,2021-01-02,1,257,0.9379562,1.0,1.0,0.9379562,1.0,1.0
Successful,Successful,,0,15,239,1,239,1,1,2021-01-02,239,SFOG5,UA,837,SFO,NRT,2023-04-14,11:35,G5,SFOG5,2021-01-02,1,224,0.93723849,1.0,1.0,0.93723849,1.0,1.0
Successful,Successful,,0,86,337,1,337,1,1,2021-01-02,337,SFOG5,UA,954,SFO,TLV,2023-04-02,19:50,G5,SFOG5,2021-01-02,1,251,0.74480712,1.0,1.0,0.74480712,1.0,1.0
Unsuccessful,,Unsuccessful,1,206,206,1,206,1,1,2021-01-02,206,SFOG13,UA,917,SFO,AKL,2023-04-08,23:00,G13,SFOG13,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,36,349,1,349,1,1,2021-01-02,349,SFOG6,UA,869,SFO,HKG,2023-04-09,12:45,G6,SFOG6,2021-01-02,1,313,0.89684814,1.0,1.0,0.89684814,1.0,1.0
Successful,Successful,,0,9,179,1,179,1,1,2021-01-02,179,SFOG12,UA,35,SFO,KIX,2023-04-23,10:55,G12,SFOG12,2021-01-02,1,170,0.94972067,1.0,1.0,0.94972067,1.0,1.0
Successful,Successful,,0,22,253,1,253,1,1,2021-01-02,253,SFOG6,UA,893,SFO,ICN,2023-04-26,10:35,G6,SFOG6,2021-01-02,1,231,0.91304348,1.0,1.0,0.91304348,1.0,1.0
Successful,Successful,,0,33,344,1,344,1,1,2021-01-02,344,SFOG5,UA,871,SFO,TPE,2023-04-27,14:00,G5,SFOG5,2021-01-02,1,311,0.90406977,1.0,1.0,0.90406977,1.0,1.0
Successful,Successful,,0,-22,170,1,170,1,1,2021-01-02,170,SFOG13,UA,863,SFO,SYD,2023-04-12,22:45,G13,SFOG13,2021-01-02,1,192,1.12941176,1.0,1.0,1.12941176,1.0,1.0
Successful,Successful,,0,56,209,1,209,1,1,2021-01-02,209,SFOG8,UA,58,SFO,FRA,2023-04-02,13:50,G8,SFOG8,2021-01-02,1,153,0.73205742,1.0,1.0,0.73205742,1.0,1.0
Successful,Successful,,0,11,243,1,243,1,1,2021-01-02,243,SFOG6,UA,875,SFO,HND,2023-04-12,10:45,G6,SFOG6,2021-01-02,1,232,0.95473251,1.0,1.0,0.95473251,1.0,1.0
Successful,Successful,,0,20,267,1,267,1,1,2021-01-02,267,SFOG13,UA,901,SFO,LHR,2023-04-07,12:20,G13,SFOG13,2021-01-02,1,247,0.92509363,1.0,1.0,0.92509363,1.0,1.0
Successful,Successful,,0,22,343,1,343,1,1,2021-01-02,343,SFOG12,UA,871,SFO,TPE,2023-04-29,14:00,G12,SFOG12,2021-01-02,1,321,0.93586006,1.0,1.0,0.93586006,1.0,1.0
Successful,Successful,,0,19,138,1,138,1,1,2021-01-02,138,SFOG12,UA,460,SFO,YVR,2023-04-12,18:27,G12,SFOG12,2021-01-02,1,119,0.86231884,1.0,1.0,0.86231884,1.0,1.0
Successful,Successful,,0,18,230,1,230,1,1,2021-01-02,230,SFOG2,UA,29,SFO,SIN,2023-04-27,10:50,G2,SFOG2,2021-01-02,1,212,0.92173913,1.0,1.0,0.92173913,1.0,1.0
Successful,Successful,,0,30,201,1,201,1,1,2021-01-02,201,SFOG6,UA,948,SFO,LHR,2023-04-27,16:00,G6,SFOG6,2021-01-02,1,171,0.85074627,1.0,1.0,0.85074627,1.0,1.0
Successful,Successful,,0,52,342,1,342,1,1,2021-01-02,342,SFOG5,UA,954,SFO,TLV,2023-04-03,19:50,G5,SFOG5,2021-01-02,1,290,0.84795322,1.0,1.0,0.84795322,1.0,1.0
Successful,Successful,,0,54,344,1,344,1,1,2021-01-02,344,SFOG6,UA,58,SFO,FRA,2023-04-22,13:50,G6,SFOG6,2021-01-02,1,290,0.84302326,1.0,1.0,0.84302326,1.0,1.0
Successful,Successful,,0,21,344,1,344,1,1,2021-01-02,344,SFOG6,UA,871,SFO,TPE,2023-04-15,14:00,G6,SFOG6,2021-01-02,1,323,0.93895349,1.0,1.0,0.93895349,1.0,1.0
Successful,Successful,,0,30,249,1,249,1,1,2021-01-02,249,SFOG5,UA,893,SFO,ICN,2023-04-02,10:35,G5,SFOG5,2021-01-02,1,219,0.87951807,1.0,1.0,0.87951807,1.0,1.0
Unsuccessful,,Unsuccessful,1,164,164,1,164,1,1,2021-01-02,164,SFOG1,UA,948,SFO,LHR,2023-04-09,16:00,G1,SFOG1,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,20,232,1,232,1,1,2021-01-02,232,SFOG1,UA,893,SFO,ICN,2023-04-16,10:35,G1,SFOG1,2021-01-02,1,212,0.9137931,1.0,1.0,0.9137931,1.0,1.0
Unsuccessful,,Unsuccessful,1,0,0,1,0,1,1,2021-01-02,0,SFOG5,UA,2822,SFO,GUM,2023-04-17,10:30,G5,SFOG5,2021-01-02,0,0,,1.0,0.0,,,0.0
Unsuccessful,,Unsuccessful,1,226,226,1,226,1,1,2021-01-02,226,SFOG10,UA,917,SFO,AKL,2023-04-27,23:00,G10,SFOG10,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,26,235,1,235,1,1,2021-01-02,235,SFOG6,UA,115,SFO,PPT,2023-04-07,13:20,G6,SFOG6,2021-01-02,1,209,0.8893617,1.0,1.0,0.8893617,1.0,1.0
Successful,Successful,,0,20,254,1,254,1,1,2021-01-02,254,SFOG9,UA,948,SFO,LHR,2023-04-15,16:00,G9,SFOG9,2021-01-02,1,234,0.92125984,1.0,1.0,0.92125984,1.0,1.0
Successful,Successful,,0,17,265,1,265,1,1,2021-01-02,265,SFOG5,UA,901,SFO,LHR,2023-04-15,12:20,G5,SFOG5,2021-01-02,1,248,0.93584906,1.0,1.0,0.93584906,1.0,1.0
Successful,Successful,,0,189,190,1,190,1,1,2021-01-02,190,SFOG4,UA,968,SFO,AMS,2023-04-27,14:35,G4,SFOG4,2021-01-02,1,1,0.00526316,1.0,1.0,0.00526316,1.0,1.0
Successful,Successful,,0,23,307,1,307,1,1,2021-01-02,307,SFOG5,UA,954,SFO,TLV,2023-04-15,19:50,G5,SFOG5,2021-01-02,1,284,0.92508143,1.0,1.0,0.92508143,1.0,1.0
Successful,Successful,,0,38,275,1,275,1,1,2021-01-02,275,SFOG7,UA,194,SFO,MUC,2023-04-22,13:25,G7,SFOG7,2021-01-02,1,237,0.86181818,1.0,1.0,0.86181818,1.0,1.0
Successful,Successful,,0,27,274,1,274,1,1,2021-01-02,274,SFOG4,UA,901,SFO,LHR,2023-04-14,12:20,G4,SFOG4,2021-01-02,1,247,0.90145985,1.0,1.0,0.90145985,1.0,1.0
Successful,Successful,,0,25,219,1,219,1,1,2021-01-02,219,SFOG8,UA,194,SFO,MUC,2023-04-06,13:25,G8,SFOG8,2021-01-02,1,194,0.88584475,1.0,1.0,0.88584475,1.0,1.0
Successful,Successful,,0,43,229,1,229,1,1,2021-01-02,229,SFOG5,UA,29,SFO,SIN,2023-04-02,10:50,G5,SFOG5,2021-01-02,1,186,0.81222707,1.0,1.0,0.81222707,1.0,1.0
Successful,Successful,,0,12,205,1,205,1,1,2021-01-02,205,SFOG6,UA,901,SFO,LHR,2023-04-10,12:20,G6,SFOG6,2021-01-02,1,193,0.94146341,1.0,1.0,0.94146341,1.0,1.0
Successful,Successful,,0,212,287,1,287,1,1,2021-01-02,287,SFOG13,UA,863,SFO,SYD,2023-04-21,22:45,G13,SFOG13,2021-01-02,1,75,0.26132404,1.0,1.0,0.26132404,1.0,1.0
Successful,Successful,,0,36,346,1,346,1,1,2021-01-02,346,SFOG5,UA,871,SFO,TPE,2023-04-06,14:00,G5,SFOG5,2021-01-02,1,310,0.89595376,1.0,1.0,0.89595376,1.0,1.0
Successful,Successful,,0,21,335,1,335,1,1,2021-01-02,335,SFOG8,UA,857,SFO,PVG,2023-04-07,12:55,G8,SFOG8,2021-01-02,1,314,0.93731343,1.0,1.0,0.93731343,1.0,1.0
Successful,Successful,,0,23,136,1,136,1,1,2021-01-02,136,SFOG3,UA,926,SFO,FRA,2023-04-03,19:10,G3,SFOG3,2021-01-02,1,113,0.83088235,1.0,1.0,0.83088235,1.0,1.0
Successful,Successful,,0,51,346,1,346,1,1,2021-01-02,346,SFOG6,UA,869,SFO,HKG,2023-04-14,12:45,G6,SFOG6,2021-01-02,1,295,0.85260116,1.0,1.0,0.85260116,1.0,1.0
Successful,Successful,,0,29,350,1,350,1,1,2021-01-02,350,SFOG6,UA,871,SFO,TPE,2023-04-04,14:00,G6,SFOG6,2021-01-02,1,321,0.91714286,1.0,1.0,0.91714286,1.0,1.0
Successful,Successful,,0,25,184,1,184,1,1,2021-01-02,184,SFOG2,UA,948,SFO,LHR,2023-04-11,16:00,G2,SFOG2,2021-01-02,1,159,0.86413043,1.0,1.0,0.86413043,1.0,1.0
Successful,Successful,,0,-35,162,1,162,1,1,2021-01-02,162,SFOG6,UA,1,SFO,SIN,2023-04-11,22:45,G6,SFOG6,2021-01-02,1,197,1.21604938,1.0,1.0,1.21604938,1.0,1.0
Successful,Successful,,0,30,142,1,142,1,1,2021-01-02,142,SFOG4,UA,1212,SFO,PVR,2023-04-11,08:40,G4,SFOG4,2021-01-02,1,112,0.78873239,1.0,1.0,0.78873239,1.0,1.0
Unsuccessful,,Unsuccessful,1,171,171,1,171,1,1,2021-01-02,171,SFOG13,UA,917,SFO,AKL,2023-04-25,23:00,G13,SFOG13,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,331,338,1,338,1,1,2021-01-02,338,SFOG10,UA,871,SFO,TPE,2023-04-09,14:00,G10,SFOG10,2021-01-02,1,7,0.02071006,1.0,1.0,0.02071006,1.0,1.0
Unsuccessful,,Unsuccessful,1,119,119,1,119,1,1,2021-01-02,119,SFOG8,UA,96,SFO,BNE,2023-04-12,23:55,G8,SFOG8,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,26,249,1,249,1,1,2021-01-02,249,SFOG13,UA,930,SFO,LHR,2023-04-14,19:50,G13,SFOG13,2021-01-02,1,223,0.89558233,1.0,1.0,0.89558233,1.0,1.0
Successful,Successful,,0,4,208,1,208,1,1,2021-01-02,208,SFOG4,UA,837,SFO,NRT,2023-04-18,11:35,G4,SFOG4,2021-01-02,1,204,0.98076923,1.0,1.0,0.98076923,1.0,1.0
Successful,Successful,,0,16,159,1,159,1,1,2021-01-02,159,SFOG1,UA,990,SFO,CDG,2023-04-03,14:35,G1,SFOG1,2021-01-02,1,143,0.89937107,1.0,1.0,0.89937107,1.0,1.0
Successful,Successful,,0,19,227,1,227,1,1,2021-01-02,227,SFOG12,UA,875,SFO,HND,2023-04-29,10:45,G12,SFOG12,2021-01-02,1,208,0.91629956,1.0,1.0,0.91629956,1.0,1.0
Unsuccessful,,Unsuccessful,1,0,0,1,0,1,1,2021-01-02,0,SFOG1,UA,2837,SFO,HKG,2023-04-21,11:30,G1,SFOG1,2021-01-02,0,0,,1.0,0.0,,,0.0
Successful,Successful,,0,38,244,1,244,1,1,2021-01-02,244,SFOG9,UA,930,SFO,LHR,2023-04-16,19:50,G9,SFOG9,2021-01-02,1,206,0.8442623,1.0,1.0,0.8442623,1.0,1.0
Successful,Successful,,0,21,342,1,342,1,1,2021-01-02,342,SFOG12,UA,871,SFO,TPE,2023-04-22,14:00,G12,SFOG12,2021-01-02,1,321,0.93859649,1.0,1.0,0.93859649,1.0,1.0
Unsuccessful,,Unsuccessful,1,193,193,1,193,1,1,2021-01-02,193,SFOG12,UA,863,SFO,SYD,2023-04-25,22:45,G12,SFOG12,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,9,150,1,150,1,1,2021-01-02,150,SFOG1,UA,29,SFO,SIN,2023-04-19,10:50,G1,SFOG1,2021-01-02,1,141,0.94,1.0,1.0,0.94,1.0,1.0
Successful,Successful,,0,29,221,1,221,1,1,2021-01-02,221,SFOG8,UA,58,SFO,FRA,2023-04-24,13:50,G8,SFOG8,2021-01-02,1,192,0.86877828,1.0,1.0,0.86877828,1.0,1.0
Successful,Successful,,0,25,256,1,256,1,1,2021-01-02,256,SFOG9,UA,893,SFO,ICN,2023-04-05,10:35,G9,SFOG9,2021-01-02,1,231,0.90234375,1.0,1.0,0.90234375,1.0,1.0
Successful,Successful,,0,102,216,1,216,1,1,2021-01-02,216,SFOG6,UA,863,SFO,SYD,2023-04-18,22:45,G6,SFOG6,2021-01-02,1,114,0.52777778,1.0,1.0,0.52777778,1.0,1.0
Successful,Successful,,0,49,329,1,329,1,1,2021-01-02,329,SFOG7,UA,871,SFO,TPE,2023-04-23,14:00,G7,SFOG7,2021-01-02,1,280,0.85106383,1.0,1.0,0.85106383,1.0,1.0
Successful,Successful,,0,34,321,1,321,1,1,2021-01-02,321,SFOG5,UA,869,SFO,HKG,2023-04-28,12:45,G5,SFOG5,2021-01-02,1,287,0.894081,1.0,1.0,0.894081,1.0,1.0
Successful,Successful,,0,13,157,1,157,1,1,2021-01-02,157,SFOG4,UA,930,SFO,LHR,2023-04-23,19:50,G4,SFOG4,2021-01-02,1,144,0.91719745,1.0,1.0,0.91719745,1.0,1.0
Successful,Successful,,0,53,312,1,312,1,1,2021-01-02,312,SFOG12,UA,58,SFO,FRA,2023-04-13,13:50,G12,SFOG12,2021-01-02,1,259,0.83012821,1.0,1.0,0.83012821,1.0,1.0
Successful,Successful,,0,39,323,1,323,1,1,2021-01-02,323,SFOG12,UA,857,SFO,PVG,2023-04-09,12:55,G12,SFOG12,2021-01-02,1,284,0.87925697,1.0,1.0,0.87925697,1.0,1.0
Unsuccessful,,Unsuccessful,1,141,141,1,141,1,1,2021-01-02,141,SFOG7,UA,96,SFO,BNE,2023-04-19,23:55,G7,SFOG7,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,133,271,1,271,1,1,2021-01-02,271,SFOG1,UA,926,SFO,FRA,2023-04-13,19:10,G1,SFOG1,2021-01-02,1,138,0.50922509,1.0,1.0,0.50922509,1.0,1.0
Unsuccessful,,Unsuccessful,1,215,215,1,215,1,1,2021-01-02,215,SFOG2,UA,917,SFO,AKL,2023-04-22,23:00,G2,SFOG2,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,29,308,1,308,1,1,2021-01-02,308,SFOG5,UA,954,SFO,TLV,2023-04-22,19:50,G5,SFOG5,2021-01-02,1,279,0.90584416,1.0,1.0,0.90584416,1.0,1.0
Unsuccessful,,Unsuccessful,1,156,156,1,156,1,1,2021-01-02,156,SFOG2,UA,96,SFO,BNE,2023-04-07,23:55,G2,SFOG2,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Unsuccessful,,Unsuccessful,1,147,147,1,147,1,1,2021-01-02,147,SFOG12,UA,460,SFO,YVR,2023-04-13,18:27,G12,SFOG12,2021-01-02,0,0,0.0,1.0,0.0,0.0,1.0,0.0
Successful,Successful,,0,28,213,1,213,1,1,2021-01-02,213,SFOG5,UA,863,SFO,SYD,2023-04-14,22:45,G5,SFOG5,2021-01-02,1,185,0.8685446,1.0,1.0,0.8685446,1.0,1.0
Successful,Successful,,0,42,326,1,326,1,1,2021-01-02,326,SFOG10,UA,58,SFO,FRA,2023-04-07,13:50,G10,SFOG10,2021-01-02,1,284,0.87116564,1.0,1.0,0.87116564,1.0,1.0
Successful,Successful,,0,12,212,1,212,1,1,2021-01-02,212,SFOG7,UA,948,SFO,LHR,2023-04-20,16:00,G7,SFOG7,2021-01-02,1,200,0.94339623,1.0,1.0,0.94339623,1.0,1.0
Successful,Successful,,0,35,249,1,249,1,1,2021-01-02,249,SFOG5,UA,893,SFO,ICN,2023-04-28,10:35,G5,SFOG5,2021-01-02,1,214,0.85943775,1.0,1.0,0.85943775,1.0,1.0
Successful,Successful,,0,10,199,1,199,1,1,2021-01-02,199,SFOG4,UA,837,SFO,NRT,2023-04-28,11:35,G4,SFOG4,2021-01-02,1,189,0.94974874,1.0,1.0,0.94974874,1.0,1.0
Successful,Successful,,0,9,114,1,114,1,1,2021-01-02,114,SFOG9,UA,901,SFO,LHR,2023-04-02,12:20,G9,SFOG9,2021-01-02,1,105,0.92105263,1.0,1.0,0.92105263,1.0,1.0
Successful,Successful,,0,16,220,1,220,1,1,2021-01-02,220,SFOG13,UA,837,SFO,NRT,2023-04-13,11:35,G13,SFOG13,2021-01-02,1,204,0.92727273,1.0,1.0,0.92727273,1.0,1.0
Successful,Successful,,0,9,166,1,166,1,1,2021-01-02,166,SFOG9,UA,35,SFO,KIX,2023-04-27,10:55,G9,SFOG9,2021-01-02,1,157,0.94578313,1.0,1.0,0.94578313,1.0,1.0
Successful,Successful,,0,34,309,1,309,1,1,2021-01-02,309,SFOG5,UA,954,SFO,TLV,2023-04-19,19:50,G5,SFOG5,2021-01-02,1,275,0.88996764,1.0,1.0,0.88996764,1.0,1.0
Successful,Successful,,0,26,174,1,174,1,1,2021-01-02,174,SFOG5,UA,1,SFO,SIN,2023-04-12,22:45,G5,SFOG5,2021-01-02,1,148,0.85057471,1.0,1.0,0.85057471,1.0,1.0
Successful,Successful,,0,14,182,1,182,1,1,2021-01-02,182,SFOG12,UA,968,SFO,AMS,2023-04-25,14:35,G12,SFOG12,2021-01-02,1,168,0.92307692,1.0,1.0,0.92307692,1.0,1.0
Successful,Successful,,0,-8,169,1,0,1,0,,169,SFOA12,UA,60,SFO,MEL,2023-04-14,23:20,A12,,,1,177,1.04733728,1.0,1.0,,0.0,1.0
Successful,Successful,,0,64,148,1,148,1,1,2021-01-02,148,SFOG1,UA,1212,SFO,PVR,2023-04-12,08:40,G1,SFOG1,2021-01-02,1,84,0.56756757,1.0,1.0,0.56756757,1.0,1.0
Successful,Successful,,0,24,250,1,250,1,1,2021-01-02,250,SFOG13,UA,194,SFO,MUC,2023-04-23,13:25,G13,SFOG13,2021-01-02,1,226,0.904,1.0,1.0,0.904,1.0,1.0
Unsuccessful,,Unsuccessful,1,0,0,1,0,1,1,2021-01-02,0,SFOG5,UA,2796,SFO,GUM,2023-04-08,10:00,G5,SFOG5,2021-01-02,0,0,,1.0,0.0,,,0.0
Successful,Successful,,0,8,302,1,0,1,0,,302,SFOF15,UA,58,SFO,FRA,2023-04-28,13:50,F15,,,1,294,0.97350993,1.0,1.0,,0.0,1.0
Successful,Successful,,0,18,272,1,272,1,1,2021-01-02,272,SFOG4,UA,837,SFO,NRT,2023-04-07,11:35,G4,SFOG4,2021-01-02,1,254,0.93382353,1.0,1.0,0.93382353,1.0,1.0
Successful,Successful,,0,13,179,1,179,1,1,2021-01-02,179,SFOG1,UA,29,SFO,SIN,2023-04-10,10:50,G1,SFOG1,2021-01-02,1,166,0.9273743,1.0,1.0,0.9273743,1.0,1.0
Successful,Successful,,0,-232,241,1,241,1,1,2021-01-02,241,SFOG5,UA,954,SFO,TLV,2023-04-25,19:50,G5,SFOG5,2021-01-02,1,473,1.9626556,1.0,1.0,1.9626556,1.0,1.0
Successful,Successful,,0,-46,127,1,127,1,1,2021-01-02,127,SFOG1,UA,930,SFO,LHR,2023-04-25,19:50,G1,SFOG1,2021-01-02,1,173,1.36220472,1.0,1.0,1.36220472,1.0,1.0
Successful,Successful,,0,20,245,1,245,1,1,2021-01-02,245,SFOG4,UA,893,SFO,ICN,2023-04-04,10:35,G4,SFOG4,2021-01-02,1,225,0.91836735,1.0,1.0,0.91836735,1.0,1.0
Successful,Successful,,0,-139,0,1,0,1,1,2021-01-02,0,SFOG6,UA,29,SFO,SIN,2023-04-17,10:50,G6,SFOG6,2021-01-02,1,139,,1.0,1.0,,,1.0
Successful,Successful,,0,53,326,1,326,1,1,2021-01-02,326,SFOG5,UA,954,SFO,TLV,2023-04-12,19:50,G5,SFOG5,2021-01-02,1,273,0.83742331,1.0,1.0,0.83742331,1.0,1.0
Successful,Successful,,0,31,194,1,194,1,1,2021-01-02,194,SFOG12,UA,863,SFO,SYD,2023-04-13,22:45,G12,SFOG12,2021-01-02,1,163,0.84020619,1.0,1.0,0.84020619,1.0,1.0
Successful,Successful,,0,20,223,1,223,1,1,2021-01-02,223,SFOG3,UA,194,SFO,MUC,2023-04-26,13:25,G3,SFOG3,2021-01-02,1,203,0.9103139,1.0,1.0,0.9103139,1.0,1.0
Successful,Successful,,0,8,130,1,130,1,1,2021-01-02,130,SFOG12,UA,875,SFO,HND,2023-04-24,10:45,G12,SFOG12,2021-01-02,1,122,0.93846154,1.0,1.0,0.93846154,1.0,1.0
Successful,Successful,,0,56,149,1,149,1,1,2021-01-02,149,SFOG10,UA,990,SFO,CDG,2023-04-04,14:35,G10,SFOG10,2021-01-02,1,93,0.62416107,1.0,1.0,0.62416107,1.0,1.0
Successful,Successful,,0,23,201,1,201,1,1,2021-01-02,201,SFOG7,UA,990,SFO,CDG,2023-04-19,14:35,G7,SFOG7,2021-01-02,1,178,0.88557214,1.0,1.0,0.88557214,1.0,1.0
